ts,bytes,event_id
1,15501945,1
2,15514679,1
3,15514679,1
4,15514679,1
5,15514679,1
6,15514679,1
7,15514679,1
8,15514679,1
9,15514679,1
10,15514679,1
11,15514679,1
12,15514679,1
13,15514679,1
14,15514679,1
15,15514679,1
16,15514679,1
17,15514679,1
18,15514679,1
19,15514679,1
20,15514679,1
21,15662164,1
22,15514679,1
23,15514679,1
24,15514679,1
25,15514679,1
26,15514679,1
27,15514679,1
28,15514679,1
29,15514679,1
30,15514679,1
31,15514679,1
32,15514679,1
33,15514679,1
34,15514679,1
35,15514679,1
36,15514679,1
37,15514679,1
38,15514679,1
39,15514679,1
40,15514679,1
41,15514679,1
42,15514679,1
43,15514679,1
44,15514679,1
45,15514679,1
46,15514679,1
47,15514679,1
48,15514679,1
49,15514679,1
50,15514679,1
51,15514679,1
52,15514679,1
53,15514679,1
54,15514679,1
55,15514679,1
56,15514679,1
57,15514679,1
58,15514679,1
59,15514679,1
60,15514679,1
61,15514679,1
62,15514679,1
63,15514679,1
64,15514679,1
65,15514679,1
66,15514679,1
67,15514679,1
68,15514679,1
69,15514679,1
70,15514679,1
71,15514679,1
72,15514679,1
73,15514679,1
74,15514679,1
75,15514679,1
76,15514679,1
77,15514679,1
78,15514679,1
79,15514679,1
80,15514679,1
81,15514679,1
82,15514679,1
83,15514679,1
84,15514679,1
85,15514679,1
86,15514679,1
87,15514679,1
88,15514679,1
89,15514679,1
90,15514679,1
91,15514679,1
92,15514679,1
93,15514679,1
94,15514679,1
95,15514679,1
96,15514679,1
97,15514679,1
98,15514679,1
99,15514679,1
100,15514679,1
